Index,Value
2.621571288102261406e+03,4.899590599758839744e+02
2.622572271386430657e+03,4.900207842666787883e+02
2.623573254670599908e+03,4.900920533604796674e+02
2.624574237954769160e+03,4.901728807099325991e+02
2.625575221238937957e+03,4.902631796452045023e+02
2.626576204523107208e+03,4.903627642194724103e+02
2.627577187807276459e+03,4.904713510487526378e+02
2.628578171091445256e+03,4.905885621276505049e+02
2.629579154375614507e+03,4.907139285928470258e+02
2.630580137659783759e+03,4.908468953966446406e+02
2.631581120943952556e+03,4.909868268437849679e+02
2.632582104228121807e+03,4.911330129361136869e+02
2.633583087512291058e+03,4.912846764615715074e+02
2.634584070796460310e+03,4.914409807565458550e+02
2.635585054080629561e+03,4.916010380638733750e+02
2.636586037364798358e+03,4.917639184028192290e+02
2.637587020648967609e+03,4.919286588622369436e+02
2.638588003933136861e+03,4.920942732238711415e+02
2.639588987217305657e+03,4.922597618194660072e+02
2.640589970501474909e+03,4.924241215229960176e+02
2.641590953785644160e+03,4.925863557779856023e+02
2.642591937069812957e+03,4.927454845595346455e+02
2.643592920353982208e+03,4.929005541713154344e+02
2.644593903638151460e+03,4.930506467794636478e+02
2.645594886922320256e+03,4.931948895879179986e+02
2.646595870206489508e+03,4.933324635633513253e+02
2.647596853490658759e+03,4.934626116223470262e+02
2.648597836774828011e+03,4.935846461988597298e+02
2.649598820058997262e+03,4.936979561161973606e+02
2.650599803343166059e+03,4.938020126947311041e+02
2.651600786627335310e+03,4.938963750341879972e+02
2.652601769911504562e+03,4.939806944176415300e+02
2.653602753195673358e+03,4.940547177931172200e+02
2.654603736479842610e+03,4.941182902979523988e+02
2.655604719764011861e+03,4.941713568006427408e+02
2.656605703048180658e+03,4.942139624447406163e+02
2.657606686332349909e+03,4.942462521893580742e+02
2.658607669616519161e+03,4.942684693508787177e+02
2.659608652900688412e+03,4.942809531604767699e+02
2.660609636184857663e+03,4.942841353618954940e+02
2.661610619469026460e+03,4.942785358835495231e+02
2.662611602753195712e+03,4.942647576282757882e+02
2.663612586037364963e+03,4.942434804328977407e+02
2.664613569321533760e+03,4.942154542580745442e+02
2.665614552605703011e+03,4.941814916766153374e+02
2.666615535889872262e+03,4.941424597354591128e+02
2.667616519174041059e+03,4.940992712727943967e+02
2.668617502458210311e+03,4.940528757772456743e+02
2.669618485742379562e+03,4.940042498806372464e+02
2.670619469026548813e+03,4.939543875795158669e+02
2.671620452310718065e+03,4.939042902833269295e+02
2.672621435594886862e+03,4.938549567888756542e+02
2.673622418879056113e+03,4.938073732814411869e+02
2.674623402163225364e+03,4.937625034626465208e+02
2.675624385447394161e+03,4.937212789039162431e+02
2.676625368731563412e+03,4.936845897220979396e+02
2.677626352015732664e+03,4.936532756705938141e+02
2.678627335299901461e+03,4.936281177351945644e+02
2.679628318584070712e+03,4.936098303187501415e+02
2.680629301868239963e+03,4.935990540929194594e+02
2.681630285152408760e+03,4.935963495885615657e+02
2.682631268436578011e+03,4.936021915889370462e+02
2.683632251720747263e+03,4.936169643818503801e+02
2.684633235004916514e+03,4.936409579182638936e+02
2.685634218289085766e+03,4.936743649158430003e+02
2.686635201573254562e+03,4.937172789364248615e+02
2.687636184857423814e+03,4.937696934566616846e+02
2.688637168141593065e+03,4.938315019411386402e+02
2.689638151425761862e+03,4.939024989172345386e+02
2.690639134709931113e+03,4.939823820409645236e+02
2.691640117994100365e+03,4.940707551331211107e+02
2.692641101278269161e+03,4.941671321553167218e+02
2.693642084562438413e+03,4.942709420861226590e+02
2.694643067846607664e+03,4.943815346484855695e+02
2.695644051130776916e+03,4.944981868310819664e+02
2.696645034414946167e+03,4.946201101383219338e+02
2.697646017699114964e+03,4.947464584964204732e+02
2.698647000983284215e+03,4.948763367363816883e+02
2.699647984267453467e+03,4.950088095689726515e+02
2.700648967551622263e+03,4.951429109618322286e+02
2.701649950835791515e+03,4.952776538248356246e+02
2.702650934119960766e+03,4.954120399067519998e+02
2.703651917404129563e+03,4.955450698041146893e+02
2.704652900688298814e+03,4.956757529820986861e+02
2.705653883972468066e+03,4.958031177070844819e+02
2.706654867256637317e+03,4.959262207914668465e+02
2.707655850540806114e+03,4.960441570531485809e+02
2.708656833824975365e+03,4.961560683950174280e+02
2.709657817109144617e+03,4.962611524135044760e+02
2.710658800393313868e+03,4.963586704500397673e+02
2.711659783677482665e+03,4.964479550048006899e+02
2.712660766961651916e+03,4.965284164385255394e+02
2.713661750245821167e+03,4.965995488952975734e+02
2.714662733529989964e+03,4.966609353870068730e+02
2.715663716814159216e+03,4.967122519885795100e+02
2.716664700098328467e+03,4.967532711019749740e+02
2.717665683382497264e+03,4.967838637562761619e+02
2.718666666666666515e+03,4.968040009208368701e+02
2.719667649950835767e+03,4.968137538183411266e+02
2.720668633235005018e+03,4.968132932346411508e+02
2.721669616519174269e+03,4.968028878322737114e+02
2.722670599803343066e+03,4.967829014845440270e+02
2.723671583087512317e+03,4.967537896568584301e+02
2.724672566371681569e+03,4.967160948715356312e+02
2.725673549655850366e+03,4.966704413014925308e+02
2.726674532940019617e+03,4.966175285469312257e+02
2.727675516224188868e+03,4.965581246573240151e+02
2.728676499508357665e+03,4.964930584685558301e+02
2.729677482792526916e+03,4.964232113319347377e+02
2.730678466076696168e+03,4.963495083178733580e+02
2.731679449360865419e+03,4.962729089822983042e+02
2.732680432645034671e+03,4.961943977882286276e+02
2.733681415929203467e+03,4.961149742784088517e+02
2.734682399213372719e+03,4.960356430973845931e+02
2.735683382497541970e+03,4.959574039629030722e+02
2.736684365781710767e+03,4.958812416870395623e+02
2.737685349065880018e+03,4.958081163469481680e+02
2.738686332350049270e+03,4.957389537036356728e+02
2.739687315634218066e+03,4.956746359646763267e+02
2.740688298918387318e+03,4.956159929833443698e+02
2.741689282202556569e+03,4.955637939822669864e+02
2.742690265486725366e+03,4.955187398844504969e+02
2.743691248770894617e+03,4.954814563284575684e+02
2.744692232055063869e+03,4.954524874376552361e+02
2.745693215339233120e+03,4.954322904059084181e+02
2.746694198623402372e+03,4.954212309539254306e+02
2.747695181907571168e+03,4.954195797017316067e+02
2.748696165191740420e+03,4.954275094935908896e+02
2.749697148475909671e+03,4.954450937021508139e+02
2.750698131760078468e+03,4.954723055287829538e+02
2.751699115044247719e+03,4.955090183071229717e+02
2.752700098328416971e+03,4.955550068067675511e+02
2.753701081612585767e+03,4.956099495240697479e+02
2.754702064896755019e+03,4.956734319370992807e+02
2.755703048180924270e+03,4.957449506921764169e+02
2.756704031465093522e+03,4.958239186800606149e+02
2.757705014749262773e+03,4.959096709509748280e+02
2.758705998033431570e+03,4.960014714092430950e+02
2.759706981317600821e+03,4.960985202205122278e+02
2.760707964601770072e+03,4.961999618574046167e+02
2.761708947885938869e+03,4.963048937030445700e+02
2.762709931170108121e+03,4.964123751263236954e+02
2.763710914454277372e+03,4.965214369380486232e+02
2.764711897738446169e+03,4.966310911332948876e+02
2.765712881022615420e+03,4.967403408224309374e+02
2.766713864306784671e+03,4.968481902513865407e+02
2.767714847590953923e+03,4.969536548108449097e+02
2.768715830875123174e+03,4.970557709341468353e+02
2.769716814159291971e+03,4.971536057848178416e+02
2.770717797443461222e+03,4.972462666367226802e+02
2.771718780727630474e+03,4.973329098529385419e+02
2.772719764011799271e+03,4.974127493734544032e+02
2.773720747295968522e+03,4.974850646267149727e+02
2.774721730580137773e+03,4.975492077858027073e+02
2.775722713864306570e+03,4.976046102966112699e+02
2.776723697148475821e+03,4.976507886126465792e+02
2.777724680432645073e+03,4.976873490790399046e+02
2.778725663716813870e+03,4.977139919168772622e+02
2.779726647000983121e+03,4.977305142679454093e+02
2.780727630285152372e+03,4.977368122694122690e+02
2.781728613569321624e+03,4.977328821376690939e+02
2.782729596853490875e+03,4.977188202504734136e+02
2.783730580137659672e+03,4.976948222265715458e+02
2.784731563421828923e+03,4.976611810120073756e+02
2.785732546705998175e+03,4.976182839922716425e+02
2.786733529990166971e+03,4.975666091592006524e+02
2.787734513274336223e+03,4.975067203709911041e+02
2.788735496558505474e+03,4.974392617527819880e+02
2.789736479842674271e+03,4.973649512938565067e+02
2.790737463126843522e+03,4.972845737055586710e+02
2.791738446411012774e+03,4.971989726114226187e+02
2.792739429695182025e+03,4.971090421476963570e+02
2.793740412979351277e+03,4.970157180583469767e+02
2.794741396263520073e+03,4.969199683736885618e+02
2.795742379547689325e+03,4.968227837659547959e+02
2.796743362831858576e+03,4.967251676783578205e+02
2.797744346116027373e+03,4.966281263264522750e+02
2.798745329400196624e+03,4.965326586719024249e+02
2.799746312684365876e+03,4.964397464690180755e+02
2.800747295968534672e+03,4.963503444837041343e+02
2.801748279252703924e+03,4.962653709827428088e+02
2.802749262536873175e+03,4.961856985886126949e+02
2.803750245821042427e+03,4.961121455914004059e+02
2.804751229105211223e+03,4.960454678047768766e+02
2.805752212389380475e+03,4.959863510475660746e+02
2.806753195673549726e+03,4.959354043261691913e+02
2.807754178957718977e+03,4.958931537860966614e+02
2.808755162241887774e+03,4.958600374931513670e+02
2.809756145526057026e+03,4.958364010965072453e+02
2.810757128810226277e+03,4.958224944170987101e+02
2.811758112094395074e+03,4.958184689954672990e+02
2.812759095378564325e+03,4.958243766236111583e+02
2.813760078662733576e+03,4.958401688755333225e+02
2.814761061946902373e+03,4.958656976411778601e+02
2.815762045231071625e+03,4.959007166584096922e+02
2.816763028515240876e+03,4.959448840276924102e+02
2.817764011799410127e+03,4.959977656842845022e+02
2.818764995083579379e+03,4.960588397931879285e+02
2.819765978367748176e+03,4.961275020228468406e+02
2.820766961651917427e+03,4.962030716447904410e+02
2.821767944936086678e+03,4.962847983981544644e+02
2.822768928220255475e+03,4.963718700503507648e+02
2.823769911504424726e+03,4.964634205781867990e+02
2.824770894788593978e+03,4.965585388875300055e+02
2.825771878072762775e+03,4.966562779842137729e+02
2.826772861356932026e+03,4.967556645043669050e+02
2.827773844641101277e+03,4.968557085087533096e+02
2.828774827925270529e+03,4.969554134430611612e+02
2.829775811209439780e+03,4.970537861644181703e+02
2.830776794493608577e+03,4.971498469337568622e+02
2.831777777777777828e+03,4.972426392739793073e+02
2.832778761061947080e+03,4.973312395952283964e+02
2.833779744346115876e+03,4.974147664909008313e+02
2.834780727630285128e+03,4.974923896113248247e+02
2.835781710914454379e+03,4.975633380262657397e+02
2.836782694198623176e+03,4.976269079925356777e+02
2.837783677482792427e+03,4.976824700489336806e+02
2.838784660766961679e+03,4.977294753674838717e+02
2.839785644051130475e+03,4.977674612973859212e+02
2.840786627335299727e+03,4.977960560461645514e+02
2.841787610619468978e+03,4.978149824511515931e+02
2.842788593903638230e+03,4.978240608035414425e+02
2.843789577187807481e+03,4.978232106967353729e+02
2.844790560471976278e+03,4.978124518804717695e+02
2.845791543756145529e+03,4.977919041121826922e+02
2.846792527040314781e+03,4.977617860070624829e+02
2.847793510324483577e+03,4.977224128983528431e+02
2.848794493608652829e+03,4.976741937292637772e+02
2.849795476892822080e+03,4.976176270076404080e+02
2.850796460176990877e+03,4.975532958638686409e+02
2.851797443461160128e+03,4.974818622614931769e+02
2.852798426745329380e+03,4.974040604185025245e+02
2.853799410029498631e+03,4.973206895051357606e+02
2.854800393313667882e+03,4.972326056913136085e+02
2.855801376597836679e+03,4.971407136233009396e+02
2.856802359882005931e+03,4.970459574149304558e+02
2.857803343166175182e+03,4.969493112435678199e+02
2.858804326450343979e+03,4.968517696449620189e+02
2.859805309734513230e+03,4.967543376041394367e+02
2.860806293018682481e+03,4.966580205415368710e+02
2.861807276302851278e+03,4.965638142946209541e+02
2.862808259587020530e+03,4.964726951952898162e+02
2.863809242871189781e+03,4.963856103423869968e+02
2.864810226155359032e+03,4.963034681667075461e+02
2.865811209439528284e+03,4.962271293829525689e+02
2.866812192723697081e+03,4.961573984192047533e+02
2.867813176007866332e+03,4.960950154097264999e+02
2.868814159292035583e+03,4.960406488312376041e+02
2.869815142576204380e+03,4.959948888563867513e+02
2.870816125860373631e+03,4.959582414909551744e+02
2.871817109144542883e+03,4.959311235534805178e+02
2.872818092428711680e+03,4.959138585475578793e+02
2.873819075712880931e+03,4.959066734681354092e+02
2.874820058997050182e+03,4.959096965737768983e+02
2.875821042281218979e+03,4.959229561471842658e+02
2.876822025565388230e+03,4.959463802563888066e+02
2.877823008849557482e+03,4.959797975189957242e+02
2.878823992133726733e+03,4.960229388618247981e+02
2.879824975417895985e+03,4.960754402583303317e+02
2.880825958702064781e+03,4.961368464163872432e+02
2.881826941986234033e+03,4.962066153795210539e+02
2.882827925270403284e+03,4.962841239955131414e+02
2.883828908554572081e+03,4.963686741976288204e+02
2.884829891838741332e+03,4.964595000355792536e+02
2.885830875122910584e+03,4.965557753858271894e+02
2.886831858407079380e+03,4.966566222640388446e+02
2.887832841691248632e+03,4.967611196564593001e+02
2.888833824975417883e+03,4.968683127817963054e+02
2.889834808259587135e+03,4.969772226908827406e+02
2.890835791543756386e+03,4.970868561080063159e+02
2.891836774827925183e+03,4.971962154153844153e+02
2.892837758112094434e+03,4.973043086808143016e+02
2.893838741396263686e+03,4.974101596281091702e+02
2.894839724680432482e+03,4.975128174505009042e+02
2.895840707964601734e+03,4.976113663687545454e+02
2.896841691248770985e+03,4.977049348383054053e+02
2.897842674532939782e+03,4.977927043132405629e+02
2.898843657817109033e+03,4.978739174793778375e+02
2.899844641101278285e+03,4.979478858740159808e+02
2.900845624385447536e+03,4.980139968160726198e+02
2.901846607669616333e+03,4.980717195772187438e+02
2.902847590953785584e+03,4.981206107322316257e+02
2.903848574237954836e+03,4.981603186349954626e+02
2.904849557522124087e+03,4.981905869753348384e+02
2.905850540806292884e+03,4.982112573810705953e+02
2.906851524090462135e+03,4.982222710392437648e+02
2.907852507374631386e+03,4.982236693202722790e+02
2.908853490658800183e+03,4.982155933987899630e+02
2.909854473942969435e+03,4.981982828749597161e+02
2.910855457227138686e+03,4.981720734100595678e+02
2.911856440511307483e+03,4.981373934000084205e+02
2.912857423795476734e+03,4.980947597201322310e+02
2.913858407079645986e+03,4.980447725837663029e+02
2.914859390363815237e+03,4.979881095661625068e+02
2.915860373647984488e+03,4.979255188535280467e+02
2.916861356932153285e+03,4.978578117847759472e+02
2.917862340216322536e+03,4.977858547606544448e+02
2.918863323500491788e+03,4.977105606012492558e+02
2.919864306784660585e+03,4.976328794383784384e+02
2.920865290068829836e+03,4.975537892340594794e+02
2.921866273352999087e+03,4.974742860199633583e+02
2.922867256637167884e+03,4.973953739555705056e+02
2.923868239921337135e+03,4.973180553045582428e+02
2.924869223205506387e+03,4.972433204297637985e+02
2.925870206489675638e+03,4.971721379068831652e+02
2.926871189773844890e+03,4.971054448558816716e+02
2.927872173058013686e+03,4.970441375869039007e+02
2.928873156342182938e+03,4.969890626543296435e+02
2.929874139626352189e+03,4.969410084085341737e+02
2.930875122910520986e+03,4.969006971299257316e+02
2.931876106194690237e+03,4.968687778240081343e+02
2.932877089478859489e+03,4.968458197495974105e+02
2.933878072763028285e+03,4.968323067449777568e+02
2.934879056047197537e+03,4.968286324087997627e+02
2.935880039331366788e+03,4.968350961839644242e+02
2.936881022615535585e+03,4.968519003836929073e+02
2.937882005899704836e+03,4.968791481895539732e+02
2.938882989183874088e+03,4.969168426414927922e+02
2.939883972468043339e+03,4.969648866299619954e+02
2.940884955752212591e+03,4.970230838902401729e+02
2.941885939036381387e+03,4.970911409889750416e+02
2.942886922320550639e+03,4.971686702830635340e+02
2.943887905604719890e+03,4.972551938212444043e+02
2.944888888888888687e+03,4.973501481493421466e+02
2.945889872173057938e+03,4.974528899710497853e+02
2.946890855457227190e+03,4.975627026075811159e+02
2.947891838741395986e+03,4.976788031915187389e+02
2.948892822025565238e+03,4.978003505228351173e+02
2.949893805309734489e+03,4.979264535084377030e+02
2.950894788593903741e+03,4.980561801007456779e+02
2.951895771878072992e+03,4.981885666458049968e+02
2.952896755162241789e+03,4.983226275473617193e+02
2.953897738446411040e+03,4.984573651501330005e+02
2.954898721730580291e+03,4.985917797433344845e+02
2.955899705014749088e+03,4.987248795843141238e+02
2.956900688298918340e+03,4.988556908419402021e+02
2.957901671583087591e+03,4.989832673601927695e+02
2.958902654867256388e+03,4.991067001442179389e+02
2.959903638151425639e+03,4.992251264738694090e+02
2.960904621435594890e+03,4.993377385534971040e+02
2.961905604719764142e+03,4.994437916113938627e+02
2.962906588003933393e+03,4.995426113678018964e+02
2.963907571288102190e+03,4.996336007967212254e+02
2.964908554572271441e+03,4.997162461138221374e+02
2.965909537856440693e+03,4.997901219305116456e+02
2.966910521140609490e+03,4.998548955225570012e+02
2.967911504424778741e+03,4.999103301705294484e+02
2.968912487708947992e+03,4.999562875386241103e+02
2.969913470993116789e+03,4.999927290680415695e+02
2.970914454277286040e+03,5.000197163709802908e+02
2.971915437561455292e+03,5.000374106212933611e+02
2.972916420845624089e+03,5.000460709479117440e+02
2.973917404129793340e+03,5.000460518471147111e+02
2.974918387413962591e+03,5.000377996395545210e+02
2.975919370698131843e+03,5.000218480075051843e+02
2.976920353982301094e+03,4.999988126570113423e+02
2.977921337266469891e+03,4.999693851583762125e+02
2.978922320550639142e+03,4.999343260266546167e+02
2.979923303834808394e+03,4.998944571114205928e+02
2.980924287118977190e+03,4.998506533720002949e+02
2.981925270403146442e+03,4.998038341205107713e+02
2.982926253687315693e+03,4.997549538203709290e+02
2.983927236971484490e+03,4.997049925324049013e+02
2.984928220255653741e+03,4.996549461041851146e+02
2.985929203539822993e+03,4.996058162008314980e+02
2.986930186823992244e+03,4.995586002770710365e+02
2.987931170108161496e+03,4.995142815909532601e+02
2.988932153392330292e+03,4.994738193591941240e+02
2.989933136676499544e+03,4.994381391527076630e+02
2.990934119960668795e+03,4.994081236284811212e+02
2.991935103244837592e+03,4.993846036905752044e+02
2.992936086529006843e+03,4.993683501687434614e+02
2.993937069813176095e+03,4.993600660979782901e+02
2.994938053097344891e+03,4.993603796762747038e+02
2.995939036381514143e+03,4.993698379711141797e+02
2.996940019665683394e+03,4.993889014376782711e+02
2.997941002949852646e+03,4.994179393036673105e+02
2.998941986234021442e+03,4.994572258669342091e+02
2.999942969518190694e+03,4.995069377429956603e+02
3.000943952802359945e+03,4.995671520899782081e+02
3.001944936086529196e+03,4.996378458287720150e+02
3.002945919370697993e+03,4.997188958661993183e+02
3.003946902654867245e+03,4.998100803189626049e+02
3.004947885939036496e+03,4.999110807261232026e+02
3.005948869223205293e+03,5.000214852279593742e+02
3.006949852507374544e+03,5.001407926793797287e+02
3.007950835791543795e+03,5.002684176567138934e+02
3.008951819075712592e+03,5.004036963077563769e+02
3.009952802359881844e+03,5.005458929864977335e+02
3.010953785644051095e+03,5.006942076061212106e+02
3.011954768928220346e+03,5.008477836366556630e+02
3.012955752212389598e+03,5.010057166672140738e+02
3.013956735496558395e+03,5.011670634471063863e+02
3.014957718780727646e+03,5.013308513153075410e+02
3.015958702064896897e+03,5.014960879238846587e+02
3.016959685349065694e+03,5.016617711580425407e+02
3.017960668633234945e+03,5.018268991534703787e+02
3.018961651917404197e+03,5.019904803107082216e+02
3.019962635201572994e+03,5.021515432062799391e+02
3.020963618485742245e+03,5.023091463013655016e+02
3.021964601769911496e+03,5.024623873508197676e+02
3.022965585054080748e+03,5.026104124183472095e+02
3.023966568338249999e+03,5.027524244075727324e+02
3.024967551622418796e+03,5.028876910236096478e+02
3.025968534906588047e+03,5.030155520854185625e+02
3.026969518190757299e+03,5.031354261157508745e+02
3.027970501474926095e+03,5.032468161427092923e+02
3.028971484759095347e+03,5.033493146548416917e+02
3.029972468043264598e+03,5.034426076601657201e+02
3.030973451327433395e+03,5.035264778084900286e+02
3.031974434611602646e+03,5.036008065457747307e+02
3.032975417895771898e+03,5.036655752789656617e+02
3.033976401179941149e+03,5.037208655396440236e+02
3.034977384464109946e+03,5.037668581448538134e+02
3.035978367748279197e+03,5.038038313635114491e+02
3.036979351032448449e+03,5.038321581067563670e+02
3.037980334316617700e+03,5.038523021703744575e+02
3.038981317600786497e+03,5.038648135669112662e+02
3.039982300884955748e+03,5.038703229942148596e+02
3.040983284169125000e+03,5.038695354957831682e+02
3.041984267453293796e+03,5.038632233763871113e+02
3.042985250737463048e+03,5.038522184439008811e+02
3.043986234021632299e+03,5.038374036550043797e+02
3.044987217305801096e+03,5.038197042484022177e+02
3.045988200589970347e+03,5.038000784543309010e+02
3.046989183874139599e+03,5.037795078733642526e+02
3.047990167158308850e+03,5.037589876208405144e+02
3.048991150442478101e+03,5.037395163355854493e+02
3.049992133726646898e+03,5.037220861529551144e+02
3.050993117010816150e+03,5.037076727425862259e+02
3.051994100294985401e+03,5.036972255105939098e+02
3.052995083579154198e+03,5.036916580643053294e+02
3.053996066863323449e+03,5.036918390349959509e+02
3.054997050147492700e+03,5.036985833505063965e+02
3.055998033431661497e+03,5.037126440451146436e+02
3.056999016715830749e+03,5.037347046886635553e+02
3.058000000000000000e+03,5.037653725107387004e+02
